,lab,no_seats,simul_users,tot_no_sess,tot_no_users,hours_per_seat,sess_per_seat,avg_min_sess,tot_hrs_per_lab,date,type
4158,acs-may3574,9,9,54,26,12.7,6,127,114.3,2015-05-10,Windows
4159,acs-moms,3,3,480,302,0.0,160,0,0.0,2015-05-10,Windows
4160,acs-nsb1313a,5,5,7,2,10.0,1,601,50.0,2015-05-10,Windows
4161,acs-nsb2303,47,34,310,128,4.4,6,44,206.8,2015-05-10,Windows
4162,acs-nsb2311,1,1,1,1,0.1,1,8,0.1,2015-05-10,Windows
4163,acs-nsb2319,1,1,3,2,0.5,3,10,0.5,2015-05-10,Windows
4164,acs-osb10,1,1,1,1,10.0,1,600,10.0,2015-05-10,Windows
4165,acs-pch104,8,4,124,68,0.2,15,0,1.6,2015-05-10,Windows
4166,acs-rcl,1,1,209,174,0.0,209,0,0.0,2015-05-10,Windows
4167,acs-rh228,1,1,11,6,1.0,11,5,1.0,2015-05-10,Windows
4168,acs-rimac,3,3,137,107,18.2,45,24,54.6,2015-05-10,Windows
4169,acs-seq142,25,21,405,230,6.6,16,24,165.0,2015-05-10,Windows
4170,acs-sme143,50,46,1136,348,22.1,22,60,1105.0,2015-05-10,Windows
4171,acs-sme320,1,1,2,2,0.1,2,1,0.1,2015-05-10,Windows
4172,acs-sungod,9,9,543,387,23.3,60,23,209.7,2015-05-10,Windows
4173,acs-treetop,13,13,850,363,17.4,65,16,226.2,2015-05-10,Windows
4174,acs-triton,28,26,2187,1309,26.1,78,20,730.8,2015-05-10,Windows
4176,acs-va228,2,2,5,5,2.9,2,85,5.8,2015-05-10,Windows
4156,acs-may3543,1,1,4,3,14.3,4,214,14.3,2015-05-10,Windows
4343,acs-vilb4e,4,4,258,152,8.7,64,8,34.8,2015-05-31,Windows
1152,acs-blb,5,4,61,35,23.1,12,115,115.5,2015-05-31,Mac
4309,acs-ebu3a161,24,13,117,65,7.8,4,117,187.2,2015-05-31,Windows
4310,acs-econ100,20,16,513,240,15.2,25,36,304.0,2015-05-31,Windows
4311,acs-econ304,15,11,168,52,8.2,11,44,123.0,2015-05-31,Windows
4313,acs-gl1al,25,23,919,500,31.3,36,52,782.5,2015-05-31,Windows
4314,acs-gl1t,46,37,1492,761,19.1,32,35,878.6,2015-05-31,Windows
4315,acs-gl1w,51,48,1619,748,35.8,31,69,1825.8,2015-05-31,Windows
4316,acs-gl2w,54,50,2575,1283,31.5,47,40,1701.0,2015-05-31,Windows
4317,acs-hss6033,2,2,40,21,2.1,20,6,4.2,2015-05-31,Windows
4318,acs-irps,10,8,203,94,6.4,20,19,64.0,2015-05-31,Windows
4319,acs-may2544,15,15,49,29,0.5,3,10,7.5,2015-05-31,Windows
4320,acs-may2722,3,2,4,4,0.6,1,34,1.8,2015-05-31,Windows
4308,acs-ebu3a108,9,8,22,19,3.9,2,116,35.1,2015-05-31,Windows
4321,acs-may3229,1,1,2,2,0.8,2,25,0.8,2015-05-31,Windows
4323,acs-may3544,7,7,64,35,21.9,9,145,153.3,2015-05-31,Windows
4324,acs-may3574,9,9,62,30,16.1,6,160,144.9,2015-05-31,Windows
4325,acs-moms,3,3,577,318,0.2,192,0,0.6,2015-05-31,Windows
4326,acs-nsb1303a,1,1,1,1,0.1,1,4,0.1,2015-05-31,Windows
4327,acs-nsb2303,39,15,230,93,4.3,5,52,167.7,2015-05-31,Windows
4328,acs-nsb2311,2,2,2,1,0.1,1,8,0.2,2015-05-31,Windows
4329,acs-nsb2319,4,3,8,3,0.3,2,7,1.2,2015-05-31,Windows
4330,acs-osb10,1,1,6,4,0.3,6,2,0.3,2015-05-31,Windows
4331,acs-pch104,8,2,183,92,0.1,22,0,0.8,2015-05-31,Windows
4332,acs-rcl,1,1,245,189,0.2,245,0,0.2,2015-05-31,Windows
4333,acs-rh228,1,1,11,7,4.0,11,21,4.0,2015-05-31,Windows
4322,acs-may3543,1,1,12,8,20.3,12,101,20.3,2015-05-31,Windows
4307,acs-ebu2-b035,2,2,26,13,54.3,13,250,108.6,2015-05-31,Windows
4306,acs-ebu2-339,2,2,16,10,16.0,8,119,32.0,2015-05-31,Windows
4305,acs-ebu2-335,13,13,197,191,16.8,15,67,218.4,2015-05-31,Windows
1151,ALL-MAC,349,107,3745,2156,7.5,10,45,2617.5,2015-05-31,Mac
4281,ALL-VLAB,100,84,4648,1597,31.7,46,41,3170.0,2015-05-31,Windows
4282,ALL-XP,1062,510,27086,8823,15.7,25,37,16673.4,2015-05-31,Windows
4283,acms-ga,100,84,4648,1597,31.7,46,41,3170.0,2015-05-31,Windows
4284,acs-apm3402,26,19,104,77,2.2,4,33,57.2,2015-05-31,Windows
4285,acs-apm3432,43,25,713,524,1.0,16,3,43.0,2015-05-31,Windows
4286,acs-b349,27,27,1041,815,10.2,38,16,275.4,2015-05-31,Windows
4287,acs-bh1309,1,1,4,4,0.2,4,3,0.2,2015-05-31,Windows
4288,acs-bh1329,1,1,1,1,0.2,1,13,0.2,2015-05-31,Windows
4289,acs-bh1449,1,1,2,2,0.0,2,0,0.0,2015-05-31,Windows
4290,acs-ccc,3,3,83,57,0.0,27,0,0.0,2015-05-31,Windows
4291,acs-courtrm,7,7,331,162,15.9,47,20,111.3,2015-05-31,Windows
4292,acs-csb115,28,16,120,68,3.2,4,47,89.6,2015-05-31,Windows
4293,acs-cseb220,30,23,253,36,32.0,8,240,960.0,2015-05-31,Windows
4294,acs-ebu2-121,1,1,1,1,0.9,1,57,0.9,2015-05-31,Windows
4295,acs-ebu2-127,2,2,26,13,20.4,13,94,40.8,2015-05-31,Windows
4296,acs-ebu2-131,2,2,11,6,2.5,5,29,5.0,2015-05-31,Windows
4297,acs-ebu2-203,32,32,730,357,29.9,22,81,956.8,2015-05-31,Windows
4298,acs-ebu2-205,25,22,473,225,20.3,18,67,507.5,2015-05-31,Windows
4299,acs-ebu2-239,31,30,785,294,23.5,25,56,728.5,2015-05-31,Windows
4300,acs-ebu2-311,3,1,5,4,10.1,1,603,30.3,2015-05-31,Windows
4301,acs-ebu2-312,1,1,17,6,20.4,17,72,20.4,2015-05-31,Windows
4302,acs-ebu2-315,6,6,80,43,10.2,13,47,61.2,2015-05-31,Windows
4303,acs-ebu2-330,16,16,234,221,15.9,14,68,254.4,2015-05-31,Windows
4304,acs-ebu2-333,3,2,12,9,6.2,4,92,18.6,2015-05-31,Windows
4334,acs-rimac,3,3,182,139,15.5,60,15,46.5,2015-05-31,Windows
4335,acs-seq142,25,15,482,253,9.1,19,28,227.5,2015-05-31,Windows
4312,acs-erc117,30,28,1046,489,22.7,34,40,681.0,2015-05-31,Windows
4337,acs-sungod,9,9,555,393,26.7,61,26,240.3,2015-05-31,Windows
1177,acs-va228,15,5,54,27,3.1,3,62,46.5,2015-05-31,Mac
1176,acs-sungod,9,9,454,331,21.4,50,25,192.6,2015-05-31,Mac
1175,acs-rimac,3,3,153,121,23.4,51,27,70.2,2015-05-31,Mac
1174,acs-rh228,3,3,13,5,4.1,4,61,12.3,2015-05-31,Mac
1173,acs-rcl,1,1,185,152,14.9,185,4,14.9,2015-05-31,Mac
1172,acs-raza,8,7,94,61,6.5,11,35,52.0,2015-05-31,Mac
1171,acs-pch440,41,40,99,76,1.5,2,45,61.5,2015-05-31,Mac
1170,acs-pch264,24,20,538,273,21.9,22,59,525.6,2015-05-31,Mac
1169,acs-pch240,18,16,239,149,8.3,13,38,149.4,2015-05-31,Mac
1168,acs-osb10,1,1,2,2,0.0,2,1,0.0,2015-05-31,Mac
1167,acs-may4623,16,7,46,16,4.2,2,125,67.2,2015-05-31,Mac
1166,acs-may2326,7,7,40,38,21.9,5,262,153.3,2015-05-31,Mac
1165,acs-may2306,7,6,57,56,4.7,8,35,32.9,2015-05-31,Mac
1164,acs-may2130,4,4,8,7,2.7,2,82,10.8,2015-05-31,Mac
1163,acs-may2110,4,2,10,7,4.1,2,124,16.4,2015-05-31,Mac
1162,acs-manb206,35,24,228,139,7.0,6,69,245.0,2015-05-31,Mac
1161,acs-manb114,12,12,269,153,18.7,22,51,224.4,2015-05-31,Mac
1160,acs-hss6033,1,1,7,6,0.9,7,7,0.9,2015-05-31,Mac
1159,acs-hh1155,1,1,4,1,14.6,4,218,14.6,2015-05-31,Mac
1158,acs-gl1w,18,18,436,267,35.6,24,88,640.8,2015-05-31,Mac
1157,acs-gh18b,12,7,52,37,3.9,4,57,46.8,2015-05-31,Mac
4336,acs-sme143,48,45,1398,344,27.7,29,57,1329.6,2015-05-31,Windows
1155,acs-cpmc205,1,0,0,0,0.0,0,0,0.0,2015-05-31,Mac
1154,acs-cpmc204,10,2,27,13,1.0,2,31,10.0,2015-05-31,Mac
1153,acs-cntr315,24,10,219,137,5.4,9,36,129.6,2015-05-31,Mac
1178,acs-vilb3w,2,2,178,132,7.5,89,5,15.0,2015-05-31,Mac
1179,acs-vilb4e,2,2,100,65,6.0,50,7,12.0,2015-05-31,Mac
1156,acs-gh145,1,1,2,1,1.1,2,34,1.1,2015-05-31,Mac
1181,acs-york3060,14,7,23,17,1.1,1,67,15.4,2015-05-31,Mac
1180,acs-york1310,24,20,66,37,3.8,2,114,91.2,2015-05-31,Mac
4338,acs-treetop,13,13,615,353,27.2,47,34,353.6,2015-05-31,Windows
4339,acs-triton,28,27,2265,1316,27.0,80,20,756.0,2015-05-31,Windows
4341,acs-va228,2,2,7,4,0.6,3,11,1.2,2015-05-31,Windows
4342,acs-vilb3w,1,1,172,136,10.6,172,3,10.6,2015-05-31,Windows
4344,acs-wlh2211,14,14,195,145,22.4,13,103,313.6,2015-05-31,Windows
4345,acs-wlh2212,20,19,168,38,17.7,8,132,354.0,2015-05-31,Windows
4346,acs-wlh2213a,15,15,74,66,7.7,4,115,115.5,2015-05-31,Windows
4347,acs-wlh2214,5,5,129,49,31.8,25,76,159.0,2015-05-31,Windows
4348,acs-wlh2215,15,13,63,48,6.4,4,95,96.0,2015-05-31,Windows
4349,acs-wlh2216,5,5,45,21,14.8,9,98,74.0,2015-05-31,Windows
4350,acs-wlh2217a,7,4,26,11,3.0,3,59,21.0,2015-05-31,Windows
4340,acs-usrsrvs,1,1,15,12,2.5,15,10,2.5,2015-05-31,Windows
4352,acs-yh1146,2,1,4,3,0.2,2,6,0.4,2015-05-31,Windows
4361,acs-yh4124,8,7,11,11,1.1,1,68,8.8,2015-05-31,Windows
4351,acs-wlh2217c,5,5,77,58,22.6,15,90,113.0,2015-05-31,Windows
4360,acs-yh3136,1,1,11,8,5.0,11,27,5.0,2015-05-31,Windows
4359,acs-yh3020,21,6,69,32,5.4,3,107,113.4,2015-05-31,Windows
4358,acs-yh2432,7,7,71,38,15.1,10,90,105.7,2015-05-31,Windows
1182,acs-york3070,26,20,81,63,3.2,3,63,83.2,2015-05-31,Mac
4356,acs-yh2332,1,1,10,6,11.8,10,70,11.8,2015-05-31,Windows
4355,acs-yh2310,1,1,20,6,15.2,20,45,15.2,2015-05-31,Windows
4354,acs-yh1344,4,3,6,2,1.8,1,107,7.2,2015-05-31,Windows
4353,acs-yh1322,2,2,4,2,1.3,2,38,2.6,2015-05-31,Windows
4357,acs-yh2410,7,7,71,37,16.7,10,99,116.9,2015-05-31,Windows
893,acs-raza,7,6,61,41,6.6,8,49,46.2,2015-06-07,Mac
894,acs-rcl,1,1,116,96,10.6,116,5,10.6,2015-06-07,Mac
902,acs-york3060,8,3,10,4,1.5,1,92,12.0,2015-06-07,Mac
896,acs-rimac,3,3,107,89,14.5,35,24,43.5,2015-06-07,Mac
897,acs-sungod,9,9,292,214,16.5,32,30,148.5,2015-06-07,Mac
898,acs-va228,13,9,58,28,7.2,4,108,93.6,2015-06-07,Mac
899,acs-vilb3w,2,2,164,138,7.4,82,5,14.8,2015-06-07,Mac
900,acs-vilb4e,2,2,83,56,5.2,41,7,10.4,2015-06-07,Mac
901,acs-york1310,2,1,5,2,2.7,2,81,5.4,2015-06-07,Mac
895,acs-rh228,3,1,11,7,2.6,3,52,7.8,2015-06-07,Mac
3692,acs-ebu2-121,1,1,1,1,1.0,1,62,1.0,2015-06-07,Windows
3689,acs-courtrm,7,6,238,119,22.1,34,38,154.7,2015-06-07,Windows
3690,acs-csb115,26,12,80,49,4.1,3,82,106.6,2015-06-07,Windows
3691,acs-cseb220,24,9,74,22,7.5,3,150,180.0,2015-06-07,Windows
3693,acs-ebu2-131,1,1,4,3,9.7,4,145,9.7,2015-06-07,Windows
3694,acs-ebu2-203,31,26,267,165,13.0,8,97,403.0,2015-06-07,Windows
3695,acs-ebu2-205,25,13,141,88,7.1,5,84,177.5,2015-06-07,Windows
3697,acs-ebu2-311,2,1,2,2,10.0,1,600,20.0,2015-06-07,Windows
3698,acs-ebu2-312,1,1,10,7,17.4,10,104,17.4,2015-06-07,Windows
892,acs-pch440,27,21,38,30,3.6,1,215,97.2,2015-06-07,Mac
3700,acs-ebu2-328,2,2,8,4,32.1,4,481,64.2,2015-06-07,Windows
3699,acs-ebu2-315,2,1,3,2,0.2,1,10,0.4,2015-06-07,Windows
903,acs-york3070,7,4,23,6,15.0,3,299,105.0,2015-06-07,Mac
891,acs-pch264,24,14,345,230,12.4,14,53,297.6,2015-06-07,Mac
878,acs-cpmc201,1,1,1,1,10.0,1,600,10.0,2015-06-07,Mac
889,acs-osb10,1,1,2,2,1.9,2,57,1.9,2015-06-07,Mac
3701,acs-ebu2-330,1,1,1,1,1.4,1,83,1.4,2015-06-07,Windows
3681,ALL-VLAB,77,61,1551,613,12.5,20,37,962.5,2015-06-07,Windows
3682,ALL-XP,891,366,14355,5632,11.9,16,44,10602.9,2015-06-07,Windows
3683,acms-ga,77,61,1551,613,12.5,20,37,962.5,2015-06-07,Windows
3684,acms-osd,1,1,3,1,0.0,3,0,0.0,2015-06-07,Windows
3685,acs-apm3402,8,5,9,8,1.4,1,86,11.2,2015-06-07,Windows
3686,acs-apm3432,37,12,164,79,2.0,4,30,74.0,2015-06-07,Windows
3687,acs-b349,26,17,272,159,13.9,10,83,361.4,2015-06-07,Windows
3688,acs-ccc,3,2,60,43,0.0,20,0,0.0,2015-06-07,Windows
875,ALL-MAC,226,58,1976,1259,7.9,8,59,1785.4,2015-06-07,Mac
890,acs-pch240,2,2,6,2,1.8,3,35,3.6,2015-06-07,Mac
876,acs-blb,5,5,56,43,14.7,11,80,73.5,2015-06-07,Mac
879,acs-cpmc204,4,1,6,4,1.4,1,84,5.6,2015-06-07,Mac
880,acs-cpmc207,1,1,1,1,10.0,1,600,10.0,2015-06-07,Mac
881,acs-gh18b,9,3,27,21,0.5,3,10,4.5,2015-06-07,Mac
882,acs-gl1w,18,18,331,204,32.0,18,106,576.0,2015-06-07,Mac
883,acs-hh1155,2,1,2,2,0.8,1,48,1.6,2015-06-07,Mac
884,acs-hss6033,1,1,8,4,0.7,8,5,0.7,2015-06-07,Mac
885,acs-manb114,11,5,41,29,3.0,3,60,33.0,2015-06-07,Mac
886,acs-manb206,16,5,36,20,3.9,2,115,62.4,2015-06-07,Mac
887,acs-may4623,23,20,39,13,11.5,1,689,264.5,2015-06-07,Mac
888,acs-mgh2116,1,1,3,1,0.1,3,3,0.1,2015-06-07,Mac
877,acs-cntr315,23,9,104,70,5.5,4,83,126.5,2015-06-07,Mac
3702,acs-ebu2-333,2,2,12,10,3.1,6,31,6.2,2015-06-07,Windows
3696,acs-ebu2-239,31,20,215,113,9.3,6,93,288.3,2015-06-07,Windows
3704,acs-ebu2-339,2,2,8,5,8.7,4,131,17.4,2015-06-07,Windows
3731,acs-treetop,13,12,362,226,19.6,27,43,254.8,2015-06-07,Windows
3732,acs-triton,28,27,1843,1137,24.6,65,22,688.8,2015-06-07,Windows
3733,acs-usrsrvs,1,1,3,3,0.1,3,3,0.1,2015-06-07,Windows
3734,acs-va228,5,3,18,8,4.4,3,87,22.0,2015-06-07,Windows
3735,acs-va231,1,1,2,1,0.5,2,15,0.5,2015-06-07,Windows
3736,acs-vilb3w,1,1,151,128,12.4,151,4,12.4,2015-06-07,Windows
3737,acs-vilb4e,4,4,286,169,5.4,71,4,21.6,2015-06-07,Windows
3738,acs-wlh2211,12,8,65,20,13.3,5,159,159.6,2015-06-07,Windows
3739,acs-wlh2212,19,10,48,24,6.0,2,180,114.0,2015-06-07,Windows
3740,acs-wlh2213a,3,1,4,2,3.0,1,179,9.0,2015-06-07,Windows
3730,acs-sungod,9,9,418,288,25.2,46,32,226.8,2015-06-07,Windows
3741,acs-wlh2214,5,5,54,27,16.9,10,101,84.5,2015-06-07,Windows
3743,acs-wlh2216,4,3,27,12,18.8,6,188,75.2,2015-06-07,Windows
3744,acs-wlh2217a,9,6,24,12,4.2,2,126,37.8,2015-06-07,Windows
3753,acs-yh3136,1,1,2,2,0.1,2,3,0.1,2015-06-07,Windows
3752,acs-yh3020,15,6,34,19,11.1,2,333,166.5,2015-06-07,Windows
3751,acs-yh2432,7,4,20,11,12.2,2,365,85.4,2015-06-07,Windows
3750,acs-yh2410,6,2,21,17,2.2,3,44,13.2,2015-06-07,Windows
3749,acs-yh2332,1,1,1,1,0.1,1,6,0.1,2015-06-07,Windows
3748,acs-yh2310,1,1,6,2,0.0,6,0,0.0,2015-06-07,Windows
3747,acs-yh1344,1,1,1,1,0.1,1,7,0.1,2015-06-07,Windows
3703,acs-ebu2-335,3,1,3,3,0.6,1,35,1.8,2015-06-07,Windows
3742,acs-wlh2215,12,4,24,18,4.3,2,128,51.6,2015-06-07,Windows
3729,acs-sme143,48,42,626,220,16.3,13,75,782.4,2015-06-07,Windows
3745,acs-wlh2217c,5,4,32,24,5.0,6,49,25.0,2015-06-07,Windows
3727,acs-rimac,3,3,141,106,12.6,47,16,37.8,2015-06-07,Windows
3705,acs-ebu2-b035,2,2,19,10,8.8,9,58,17.6,2015-06-07,Windows
3706,acs-ebu3a108,2,2,3,2,0.1,1,3,0.2,2015-06-07,Windows
3707,acs-ebu3a161,20,7,50,30,4.4,2,131,88.0,2015-06-07,Windows
3708,acs-econ100,19,14,258,130,12.2,13,56,231.8,2015-06-07,Windows
3709,acs-econ304,18,13,163,49,25.8,9,172,464.4,2015-06-07,Windows
3728,acs-seq142,25,18,351,190,9.9,14,42,247.5,2015-06-07,Windows
3711,acs-gl1al,25,20,648,326,25.2,25,60,630.0,2015-06-07,Windows
3712,acs-gl1t,46,37,884,495,14.5,19,45,667.0,2015-06-07,Windows
3713,acs-gl1w,52,44,1085,526,26.2,20,78,1362.4,2015-06-07,Windows
3714,acs-gl2w,54,47,1892,955,35.4,35,60,1911.6,2015-06-07,Windows
3715,acs-hss6033,2,1,22,12,1.6,11,8,3.2,2015-06-07,Windows
3710,acs-erc117,30,25,807,351,13.4,26,31,402.0,2015-06-07,Windows
3717,acs-may2722,2,1,6,2,0.3,3,6,0.6,2015-06-07,Windows
3726,acs-rh228,1,1,10,7,13.3,10,79,13.3,2015-06-07,Windows
3716,acs-irps,10,8,177,91,3.7,17,12,37.0,2015-06-07,Windows
3725,acs-rcl,1,1,147,121,0.0,147,0,0.0,2015-06-07,Windows
3724,acs-pch104,8,3,123,65,0.0,15,0,0.0,2015-06-07,Windows
3723,acs-osb10,1,1,1,1,1.3,1,76,1.3,2015-06-07,Windows
3722,acs-nsb2303,26,8,68,39,2.7,2,80,70.2,2015-06-07,Windows
3721,acs-moms,3,2,259,199,0.0,86,0,0.0,2015-06-07,Windows
3720,acs-may3574,9,3,15,12,2.5,1,151,22.5,2015-06-07,Windows
3746,acs-yh1146,1,1,1,1,0.0,1,2,0.0,2015-06-07,Windows
3718,acs-may3543,1,1,4,3,5.2,4,78,5.2,2015-06-07,Windows
3719,acs-may3544,6,3,23,14,0.5,3,10,3.0,2015-06-07,Windows
3444,acs-wlh2216,1,1,1,1,2.5,1,147,2.5,2015-06-14,Windows
745,acs-may4623,1,1,1,1,0.6,1,33,0.6,2015-06-14,Mac
746,acs-mgh2116,1,1,1,1,0.1,1,3,0.1,2015-06-14,Mac
747,acs-osb10,1,1,1,1,0.4,1,22,0.4,2015-06-14,Mac
748,acs-pch240,1,1,1,1,0.3,1,21,0.3,2015-06-14,Mac
749,acs-pch264,6,2,14,12,0.3,2,9,1.8,2015-06-14,Mac
750,acs-pch440,36,27,163,78,9.6,4,144,345.6,2015-06-14,Mac
751,acs-raza,2,1,2,2,0.0,1,0,0.0,2015-06-14,Mac
752,acs-rcl,1,1,2,2,0.1,2,2,0.1,2015-06-14,Mac
753,acs-rimac,3,2,17,13,2.4,5,29,7.2,2015-06-14,Mac
754,acs-sungod,7,2,18,13,3.6,2,109,25.2,2015-06-14,Mac
755,acs-va228,5,2,12,5,2.2,2,66,11.0,2015-06-14,Mac
756,acs-vilb3w,1,1,1,1,0.0,1,2,0.0,2015-06-14,Mac
757,acs-york1310,4,2,9,3,5.3,2,160,21.2,2015-06-14,Mac
744,acs-may2306,1,1,1,1,1.9,1,113,1.9,2015-06-14,Mac
743,acs-manb206,1,1,1,1,0.4,1,24,0.4,2015-06-14,Mac
742,acs-manb114,5,4,6,5,0.3,1,18,1.5,2015-06-14,Mac
741,acs-hss6033,1,1,2,2,0.0,2,1,0.0,2015-06-14,Mac
3443,acs-wlh2213a,1,1,2,1,4.1,2,122,4.1,2015-06-14,Windows
3442,acs-wlh2211,3,3,4,4,1.7,1,102,5.1,2015-06-14,Windows
3441,acs-vilb4e,1,1,1,1,0.1,1,4,0.1,2015-06-14,Windows
3396,ALL-VLAB,24,9,387,187,8.4,16,31,201.6,2015-06-14,Windows
3446,acs-yh1344,1,1,1,1,0.4,1,24,0.4,2015-06-14,Windows
3447,acs-yh2310,1,1,1,1,10.0,1,600,10.0,2015-06-14,Windows
3451,acs-yh4124,2,2,3,3,0.4,1,26,0.8,2015-06-14,Windows
3448,acs-yh2332,1,1,2,1,0.0,2,1,0.0,2015-06-14,Windows
3449,acs-yh2410,1,1,1,1,0.0,1,1,0.0,2015-06-14,Windows
3450,acs-yh2432,3,1,9,1,3.1,3,61,9.3,2015-06-14,Windows
3440,acs-vilb3w,1,1,5,4,0.4,5,4,0.4,2015-06-14,Windows
736,ALL-MAC,94,30,287,159,3.7,3,73,347.8,2015-06-14,Mac
738,acs-gh18b,1,1,1,1,0.5,1,29,0.5,2015-06-14,Mac
739,acs-gl1w,9,2,17,11,1.3,1,79,11.7,2015-06-14,Mac
740,acs-hh1155,1,1,1,1,0.0,1,2,0.0,2015-06-14,Mac
3445,acs-yh1150,1,1,1,1,10.0,1,600,10.0,2015-06-14,Windows
737,acs-blb,5,2,15,11,3.6,3,71,18.0,2015-06-14,Mac
758,acs-york3070,1,1,1,1,0.3,1,21,0.3,2015-06-14,Mac
3438,acs-triton,28,12,467,268,3.2,16,12,89.6,2015-06-14,Windows
3414,acs-ebu3a161,6,2,8,5,0.3,1,20,1.8,2015-06-14,Windows
3413,acs-ebu2-b035,2,1,3,2,1.1,1,67,2.2,2015-06-14,Windows
3412,acs-ebu2-333,2,2,2,2,1.1,1,67,2.2,2015-06-14,Windows
3411,acs-ebu2-315,2,1,4,2,0.2,2,5,0.4,2015-06-14,Windows
3410,acs-ebu2-311,3,2,6,1,0.4,2,12,1.2,2015-06-14,Windows
3409,acs-ebu2-239,3,1,3,2,0.5,1,27,1.5,2015-06-14,Windows
3408,acs-ebu2-203,14,5,26,14,1.1,1,67,15.4,2015-06-14,Windows
3407,acs-cseb220,1,1,1,1,3.8,1,227,3.8,2015-06-14,Windows
3415,acs-econ304,18,7,104,38,6.4,5,77,115.2,2015-06-14,Windows
3405,acs-courtrm,2,2,3,3,0.1,1,4,0.2,2015-06-14,Windows
3403,acs-b349,7,2,12,9,1.1,1,64,7.7,2015-06-14,Windows
3402,acs-apm3432,3,2,6,3,2.3,2,70,6.9,2015-06-14,Windows
3401,acs-apm3402,3,1,3,2,1.2,1,73,3.6,2015-06-14,Windows
3400,acms-osd,1,1,7,2,0.1,7,1,0.1,2015-06-14,Windows
3399,acms-mae,1,1,1,1,10.0,1,600,10.0,2015-06-14,Windows
3398,acms-ga,23,9,386,186,8.7,16,32,200.1,2015-06-14,Windows
3397,ALL-XP,310,48,1656,810,2.4,5,28,744.0,2015-06-14,Windows
3439,acs-usrsrvs,1,1,5,5,0.5,5,6,0.5,2015-06-14,Windows
3404,acs-ccc,2,1,4,4,0.5,2,15,1.0,2015-06-14,Windows
3416,acs-erc117,8,4,21,12,0.2,2,6,1.6,2015-06-14,Windows
3406,acs-csb115,2,1,2,2,0.0,1,1,0.0,2015-06-14,Windows
3418,acs-gl1t,20,4,39,27,0.6,1,35,12.0,2015-06-14,Windows
3437,acs-treetop,10,4,36,28,1.8,3,35,18.0,2015-06-14,Windows
3417,acs-gl1al,10,3,12,10,0.9,1,53,9.0,2015-06-14,Windows
3436,acs-sungod,9,5,60,43,6.5,6,64,58.5,2015-06-14,Windows
3435,acs-sme143,16,3,56,21,1.1,3,21,17.6,2015-06-14,Windows
3434,acs-seq142,5,3,7,7,0.4,1,24,2.0,2015-06-14,Windows
3433,acs-rimac,3,2,15,14,0.8,5,9,2.4,2015-06-14,Windows
3431,acs-pch104,7,3,14,10,0.4,2,12,2.8,2015-06-14,Windows
3430,acs-nsb2319,1,1,2,2,0.0,2,0,0.0,2015-06-14,Windows
3429,acs-nsb2311,1,1,2,1,0.0,2,0,0.0,2015-06-14,Windows
3428,acs-nsb1103a,1,1,1,1,10.0,1,600,10.0,2015-06-14,Windows
3432,acs-rh228,1,1,2,1,0.3,2,8,0.3,2015-06-14,Windows
3427,acs-moms,1,1,2,2,0.1,2,1,0.1,2015-06-14,Windows
3419,acs-gl1w,8,2,12,9,1.7,1,100,13.6,2015-06-14,Windows
3421,acs-hh1155,1,1,1,1,0.1,1,6,0.1,2015-06-14,Windows
3422,acs-hss6033,2,2,16,11,1.4,8,10,2.8,2015-06-14,Windows
3423,acs-irps,9,3,46,29,1.1,5,13,9.9,2015-06-14,Windows
3420,acs-gl2w,51,13,221,96,3.4,4,51,173.4,2015-06-14,Windows
3425,acs-may3544,3,1,5,3,0.7,1,42,2.1,2015-06-14,Windows
3426,acs-may3574,1,1,1,1,9.8,1,590,9.8,2015-06-14,Windows
3424,acs-may3543,1,1,1,1,0.5,1,29,0.5,2015-06-14,Windows
3485,acs-treetop,13,4,63,24,1.1,4,17,14.3,2015-06-21,Windows
3478,acs-osb10,1,1,4,1,0.3,4,4,0.3,2015-06-21,Windows
3477,acs-may3544,2,1,5,2,0.9,2,26,1.8,2015-06-21,Windows
3479,acs-pch104,5,2,5,4,0.2,1,11,1.0,2015-06-21,Windows
3480,acs-rh228,1,1,9,3,1.0,9,6,1.0,2015-06-21,Windows
3481,acs-rimac,3,1,28,9,0.5,9,3,1.5,2015-06-21,Windows
3482,acs-seq142,5,3,11,8,1.2,2,36,6.0,2015-06-21,Windows
3483,acs-sme143,50,44,541,22,1.1,10,6,55.0,2015-06-21,Windows
3484,acs-sungod,9,5,67,49,2.4,7,20,21.6,2015-06-21,Windows
3486,acs-triton,28,10,488,248,2.2,17,7,61.6,2015-06-21,Windows
3495,acs-yh1150,1,1,1,1,10.0,1,600,10.0,2015-06-21,Windows
3488,acs-va228,1,1,4,2,0.0,4,0,0.0,2015-06-21,Windows
3489,acs-vilb3w,1,1,1,1,0.1,1,9,0.1,2015-06-21,Windows
3490,acs-vilb4e,1,1,3,3,0.1,3,2,0.1,2015-06-21,Windows
3491,acs-wlh2211,3,2,3,3,0.8,1,48,2.4,2015-06-21,Windows
3492,acs-wlh2213a,2,1,2,2,0.6,1,37,1.2,2015-06-21,Windows
3493,acs-wlh2215,1,1,1,1,4.0,1,242,4.0,2015-06-21,Windows
3494,acs-yh1146,2,2,11,4,0.2,5,3,0.4,2015-06-21,Windows
3496,acs-yh1344,1,1,1,1,10.0,1,600,10.0,2015-06-21,Windows
